Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bd9vd	Information 	In PopulateFeatureNameForFlight {"FeatureName": "Microsoft.Office.Experimentation.ScopeMicrosoftFeature", "Flight Name": "ofgylbjkzod6qo0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bd9vd	Information 	In PopulateFeatureNameForFlight {"FeatureName": "msft-internal", "Flight Name": "ofzim3zlrl3dbh0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bd9vd	Information 	In PopulateFeatureNameForFlight {"FeatureName": "msft-internal", "Flight Name": "ofzim3zlrl3dbh0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9a2s	Information 	Feature Query Status {"FeatureName": "Microsoft.Office.Experimentation.ScopeMicrosoftFeature", "FlightName": "ofgylbjkzod6qo0", "Scope": 1, "IsInScope": false, "TreatmentValue": false}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bd9vd	Information 	In PopulateFeatureNameForFlight {"FeatureName": "Microsoft.Office.Experimentation.ScopeProductionFeature", "Flight Name": "ofnlgl1ukft34x0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9a2s	Information 	Feature Query Status {"FeatureName": "Microsoft.Office.Experimentation.ScopeProductionFeature", "FlightName": "ofnlgl1ukft34x0", "Scope": 3, "IsInScope": true, "TreatmentValue": true}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bb398	Information 	Scope::PRODUCTION Validation successful.	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bd9vd	Information 	In PopulateFeatureNameForFlight {"FeatureName": "Microsoft.Office.Experimentation.ExcelRampUpTest", "Flight Name": "ofhje5mvkiuyqa0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9a2s	Information 	Feature Query Status {"FeatureName": "Microsoft.Office.Experimentation.ExcelRampUpTest", "FlightName": "ofhje5mvkiuyqa0", "Scope": 0, "IsInScope": false, "TreatmentValue": false}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bd9vd	Information 	In PopulateFeatureNameForFlight {"FeatureName": "Microsoft.Office.Experimentation.WordEBrakeTest", "Flight Name": "of4djqauesgwvy0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9a2s	Information 	Feature Query Status {"FeatureName": "Microsoft.Office.Experimentation.WordEBrakeTest", "FlightName": "of4djqauesgwvy0", "Scope": 3, "IsInScope": true, "TreatmentValue": true}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.003 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bb4aa	Information 	E-Brake is not applicable here as the PRODUCTION feature is enabled.	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:48:40.004 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bd9vd	Information 	In PopulateFeatureNameForFlight {"FeatureName": "Microsoft.Office.Experimentation.PowerpointTrafficTest", "Flight Name": "ofqcpyq1mym6yv0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
